contrast,corelation ,asm,homogeniety,labels
0.62222786210112,0.960440738875762,0.044488853250356,0.795686093593806,1
0.62222786210112,0.943257949942399,0.044488853250356,0.795686093593806,1
0.62222786210112,0.920816091655508,0.044488853250356,0.795686093593806,1
0.62222786210112,0.943508214157948,0.044488853250356,0.795686093593806,1
0.62222786210112,0.962920299709467,0.044488853250356,0.795686093593806,1
0.62222786210112,0.944991964998958,0.044488853250356,0.795686093593806,1
0.62222786210112,0.940405740478661,0.044488853250356,0.795686093593806,1
0.62222786210112,0.92431395070709,0.044488853250356,0.795686093593806,1
0.62222786210112,0.954278918839179,0.044488853250356,0.795686093593806,1
0.62222786210112,0.9186950492235,0.044488853250356,0.795686093593806,1
0.62222786210112,0.912041466291692,0.044488853250356,0.795686093593806,1
0.62222786210112,0.912297021232042,0.044488853250356,0.795686093593806,1
0.62222786210112,0.963174388830302,0.044488853250356,0.795686093593806,1
0.62222786210112,0.952074148280986,0.044488853250356,0.795686093593806,1
0.62222786210112,0.899328051034901,0.044488853250356,0.795686093593806,1
0.62222786210112,0.916875081522629,0.044488853250356,0.795686093593806,1
0.62222786210112,0.976651603687679,0.044488853250356,0.795686093593806,1
0.62222786210112,0.903217193181613,0.044488853250356,0.795686093593806,1
0.62222786210112,0.927645832811796,0.044488853250356,0.795686093593806,1
0.62222786210112,0.949094461156667,0.044488853250356,0.795686093593806,1
0.62222786210112,0.951708690013167,0.044488853250356,0.795686093593806,1
0.62222786210112,0.936026801837863,0.044488853250356,0.795686093593806,1
0.62222786210112,0.963761798398376,0.044488853250356,0.795686093593806,1
0.62222786210112,0.931234723015692,0.044488853250356,0.795686093593806,1
0.62222786210112,0.929738280186736,0.044488853250356,0.795686093593806,1
0.62222786210112,0.966736555165918,0.044488853250356,0.795686093593806,1
0.62222786210112,0.96527085283763,0.044488853250356,0.795686093593806,1
0.62222786210112,0.965648369270443,0.044488853250356,0.795686093593806,1
1.86229324270926,0.794552697072327,0.037821005691124,0.595952899867559,2
1.42868889612014,0.89799089663329,0.032555434147902,0.661644536795555,2
1.04029830235706,0.920384071607934,0.038843064176455,0.718638835119635,2
1.72785913511861,0.856419181689365,0.03079686457645,0.614880985337805,2
1.83634057730405,0.842396728733377,0.028786374238552,0.593250111645012,2
2.00352088647905,0.770425132114085,0.031000306351115,0.582306521406895,2
1.94323196235506,0.793843578499137,0.029555604138714,0.587390619194252,2
1.41935092501498,0.850379610450108,0.041505695438482,0.649839234518694,2
1.39659996061956,0.852140275644285,0.043331379959065,0.649976112908008,2
1.95487683695565,0.791041000790572,0.032315374225151,0.585462362892636,2
1.9028402232231,0.778104764504,0.036725235199036,0.592145330923651,2
2.33548073024314,0.706834938020685,0.030651615819797,0.563239014732024,2
2.14651184459974,0.746369571955463,0.030578029195483,0.575873791598853,2
2.12579403042615,0.771140959945006,0.030090553789622,0.571768670998856,2
2.18001797116731,0.753457954245753,0.031802925318733,0.566276536946365,2
2.31591750675494,0.724668731402747,0.031202926460707,0.565153220331758,2
2.17244119825341,0.760483326726506,0.031378188369066,0.576661713579924,2
1.90949893482207,0.790878460526061,0.033171955374054,0.593295277297731,2
1.77927036750028,0.80922111290312,0.03494542266096,0.607151441210678,2
2.63382651055869,0.61929626199141,0.032665353318237,0.54448272445739,2
1.90055738086703,0.792664326880997,0.034024199652146,0.591367004973953,2
2.22899119561365,0.750194415483483,0.029747859391053,0.561735954505368,2
1.94154013903249,0.789084513120419,0.035875628902109,0.58753804375898,2
1.96856561748011,0.773884919515456,0.033311257375664,0.585827529799145,2
1.89353470573481,0.802219390368347,0.03490729577063,0.594285718467937,2
1.97195978750153,0.783682381718608,0.034060267109967,0.584696051721823,2
1.57121537976284,0.844253657875274,0.038826722636996,0.626020712862465,2
1.67117295183082,0.843111831952388,0.034568781653635,0.614384745931207,2
2.15969682824825,0.739867742006275,0.031862118687984,0.573494481821495,2
2.27234128783102,0.731197473593306,0.029655393516106,0.561236749322967,2
2.71030583864019,0.60764657286906,0.03335391002582,0.537355709070757,2
1.62016108165563,0.845477170950022,0.03641744396471,0.61683828510096,2
1.64938432466027,0.833241582707722,0.040169881427494,0.616433592367659,2
1.72937024654554,0.801936065679808,0.034779749543652,0.607527607299362,2
1.49638940646436,0.858623156867858,0.03392874811281,0.634643771208005,2
1.82791579259534,0.803056210130973,0.032851746185939,0.603097438975278,2
1.72718174600256,0.827309008123893,0.037174077258477,0.614622748842775,2
1.72956265566558,0.82759971188406,0.034099131429429,0.612085104930554,2
1.80896605350293,0.799697834608174,0.035529962103017,0.606678372458956,2
1.82876086814731,0.837389560616907,0.03280128923868,0.60295474319981,2
1.9600901151571,0.797046190571057,0.030238580212427,0.580844389476517,2
1.93269015781435,0.781742468399102,0.034139043787405,0.590030805670026,2
2.24752618493961,0.739677611340344,0.030561797632843,0.56121948823999,2
2.15166777136887,0.740632536678568,0.032198617775774,0.573393770560705,2
1.86543596677649,0.816565025446459,0.032108978921193,0.593688252285092,2
2.02570486506911,0.77251609056527,0.032243426792858,0.582641393104012,2
2.06270797323792,0.764958714165388,0.032809721691413,0.578691564983003,2
1.79250901014071,0.784364206683306,0.035448824813891,0.601303828407219,2
1.46121708825293,0.864963916611977,0.032505601206054,0.632103262933711,2
1.86945522288554,0.782882736109399,0.033655734846267,0.59081390613545,2
2.20367971164748,0.760254225006409,0.029276935170173,0.5623955207998,2
1.79361870256131,0.818761102135485,0.031509781340843,0.595290659469696,2
1.93697742562463,0.797613793055876,0.029643877054138,0.588725681429543,2
2.05158680753411,0.777032953395142,0.029052688468907,0.57767643920621,2
1.86942522678835,0.795028903038987,0.033521030522163,0.592616056486706,2
0.306634823114453,0.986113168838409,0.071492315292788,0.874902469453827,3
0.716013143365527,0.950181489040966,0.040442776674188,0.764125818129898,3
0.437823230715851,0.975121593323239,0.052127892950974,0.833942147947525,3
0.761281849606555,0.957345454823252,0.038195739465164,0.767054002484692,3
0.47360200293799,0.976269693291529,0.061504279163086,0.825994325884088,3
